judul,link,halaman_sumber
"Wamendes: 80 Ribu Kopdes Merah Putih Launching Juli, Bisa Salurkan BLT-Bansos",https://news.detik.com/berita/d-7924631/wamendes-80-ribu-kopdes-merah-putih-launching-juli-bisa-salurkan-blt-bansos,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Subsidi BBM & Listrik Diganti ke BLT Tergantung Keputusan Prabowo,https://finance.detik.com/energi/d-7622373/subsidi-bbm-listrik-diganti-ke-blt-tergantung-keputusan-prabowo,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
"Kepedulian Walkot Vinanda ke Warga Kediri, Bagikan BLT-Kursi Roda",https://www.detik.com/jatim/berita/d-7890412/kepedulian-walkot-vinanda-ke-warga-kediri-bagikan-blt-kursi-roda,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
"Video: Subsidi BBM-Listrik Tak Tepat Sasaran, Bahlil Bakal Kaji Jadi BLT",https://20.detik.com/detikupdate/20241103-241103083/video-subsidi-bbm-listrik-tak-tepat-sasaran-bahlil-bakal-kaji-jadi-blt,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Kata Bahlil Soal Opsi Alihkan Subsisi BBM-Listrik untuk BLT,https://www.detik.com/sumut/berita/d-7618281/kata-bahlil-soal-opsi-alihkan-subsisi-bbm-listrik-untuk-blt,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
DPR hingga Petani Tolak Wacana Subsidi Pupuk Diganti BLT,https://finance.detik.com/berita-ekonomi-bisnis/d-7532828/dpr-hingga-petani-tolak-wacana-subsidi-pupuk-diganti-blt,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
"Pemerintah Kaji Subsidi BBM Diubah Jadi BLT, Mensos: Lagi Konsolidasi Data",https://news.detik.com/berita/d-7625385/pemerintah-kaji-subsidi-bbm-diubah-jadi-blt-mensos-lagi-konsolidasi-data,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Ratusan Buruh Rokok di Pekalongan Terima BLT Cukai,https://finance.detik.com/foto-bisnis/d-7845116/ratusan-buruh-rokok-di-pekalongan-terima-blt-cukai,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
"KTP Dipinjam Buat Akali Pajak Progresif Kendaraan, Bisa-bisa Tak Dapat BLT!",https://oto.detik.com/berita/d-7641493/ktp-dipinjam-buat-akali-pajak-progresif-kendaraan-bisa-bisa-tak-dapat-blt,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Zulhas Sebut BLT Rp 600 Ribu Bisa Disalahgunakan buat Judi Online,https://finance.detik.com/berita-ekonomi-bisnis/d-7668527/zulhas-sebut-blt-rp-600-ribu-bisa-disalahgunakan-buat-judi-online,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Hampir 500 Pekerja Dapat BLT Dana Bagi Hasil Cukai Tembakau,https://finance.detik.com/industri/d-7846558/hampir-500-pekerja-dapat-blt-dana-bagi-hasil-cukai-tembakau,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Dharma Pongrekun Ajak Warga Jangan Terbiasa BLT: Kita Dididik Jadi Pengemis,https://news.detik.com/pilkada/d-7638442/dharma-pongrekun-ajak-warga-jangan-terbiasa-blt-kita-dididik-jadi-pengemis,https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
"Singapura Bakal Cairkan BLT Rp 10 Juta ke 1,5 Juta Warganya!",https://finance.detik.com/berita-ekonomi-bisnis/d-7422875/singapura-bakal-cairkan-blt-rp-10-juta-ke-1-5-juta-warganya,https://www.detik.com/search/searchall?query=blt&page=2
"Simak Skema Pencairan, Jadwal dan Syarat Menerima BLT BBM 2025",https://www.detik.com/jatim/berita/d-7755664/simak-skema-pencairan-jadwal-dan-syarat-menerima-blt-bbm-2025,https://www.detik.com/search/searchall?query=blt&page=2
Eks Kades di Purwakarta Jadi Tersangka Korupsi BLT Dana Desa,https://www.detik.com/jabar/hukum-dan-kriminal/d-7755502/eks-kades-di-purwakarta-jadi-tersangka-korupsi-blt-dana-desa,https://www.detik.com/search/searchall?query=blt&page=2
"Video Hasan Janji Tingkatkan BLT untuk Atasi Kemiskinan, Surya: Itu Normatif",https://20.detik.com/detikupdate/20241030-241030172/video-hasan-janji-tingkatkan-blt-untuk-atasi-kemiskinan-surya-itu-normatif,https://www.detik.com/search/searchall?query=blt&page=2
Bocoran 3 Skema Pengalihan Subsidi Menjadi BLT,https://finance.detik.com/energi/d-7637326/bocoran-3-skema-pengalihan-subsidi-menjadi-blt,https://www.detik.com/search/searchall?query=blt&page=2
Mantan Kades di Muratara Jadi Tersangka Kasus Korupsi Dana BLT,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7724451/mantan-kades-di-muratara-jadi-tersangka-kasus-korupsi-dana-blt,https://www.detik.com/search/searchall?query=blt&page=2
Bahlil Pastikan Ada BLT buat Pengganti Subsidi BBM dan Listrik,https://finance.detik.com/energi/d-7721670/bahlil-pastikan-ada-blt-buat-pengganti-subsidi-bbm-dan-listrik,https://www.detik.com/search/searchall?query=blt&page=2
4.657 Buruh Rokok di Kediri Dapat BLT Rp 1 Juta,https://finance.detik.com/foto-bisnis/d-7535678/4-657-buruh-rokok-di-kediri-dapat-blt-rp-1-juta,https://www.detik.com/search/searchall?query=blt&page=2
"BLT Mitigasi Risiko Pangan Tak Kunjung Cair, Ini Dalih Airlangga",https://finance.detik.com/berita-ekonomi-bisnis/d-7313379/blt-mitigasi-risiko-pangan-tak-kunjung-cair-ini-dalih-airlangga,https://www.detik.com/search/searchall?query=blt&page=2
241 Pekerja Dapat BLT Dana Bagi Hasil Tembakau Rp 800 Ribu,https://finance.detik.com/industri/d-7870745/241-pekerja-dapat-blt-dana-bagi-hasil-tembakau-rp-800-ribu,https://www.detik.com/search/searchall?query=blt&page=2
Kemenkeu Beberkan Rencana Penyaluran Subsidi BBM Jadi BLT di 2025,https://finance.detik.com/energi/d-7682249/kemenkeu-beberkan-rencana-penyaluran-subsidi-bbm-jadi-blt-di-2025,https://www.detik.com/search/searchall?query=blt&page=2
"Bahlil Mau Bertemu Sri Mulyani, Bahas Subsidi BBM Bentuk BLT",https://finance.detik.com/energi/d-7658924/bahlil-mau-bertemu-sri-mulyani-bahas-subsidi-bbm-bentuk-blt,https://www.detik.com/search/searchall?query=blt&page=2
"Bahlil Bocorkan Skema Subsidi BBM, Nggak Semua buat BLT",https://finance.detik.com/energi/d-7658865/bahlil-bocorkan-skema-subsidi-bbm-nggak-semua-buat-blt,https://www.detik.com/search/searchall?query=blt&page=3
"Cara Cek Penerima BLT BBM 2025, serta Syarat, Besaran, hingga Skemanya",https://www.detik.com/sulsel/berita/d-7820917/cara-cek-penerima-blt-bbm-2025-serta-syarat-besaran-hingga-skemanya,https://www.detik.com/search/searchall?query=blt&page=3
"BLT Mitigasi Risiko Pangan Tak Kunjung Cair, Airlangga Bilang Begini",https://finance.detik.com/berita-ekonomi-bisnis/d-7305129/blt-mitigasi-risiko-pangan-tak-kunjung-cair-airlangga-bilang-begini,https://www.detik.com/search/searchall?query=blt&page=3
Penjelasan Jokowi soal Tebar BLT Jelang Pemilu,https://20.detik.com/detikupdate/20240202-240202084/penjelasan-jokowi-soal-tebar-blt-jelang-pemilu,https://www.detik.com/search/searchall?query=blt&page=3
Bahlil Buka-bukaan Skema Subsidi BBM Jadi BLT Hampir Final,https://finance.detik.com/energi/d-7651478/bahlil-buka-bukaan-skema-subsidi-bbm-jadi-blt-hampir-final,https://www.detik.com/search/searchall?query=blt&page=3
Segini Besaran BLT Dana Cukai Tembakau yang Diterima Buruh Rokok Surabaya,https://www.detik.com/jatim/berita/d-7427821/segini-besaran-blt-dana-cukai-tembakau-yang-diterima-buruh-rokok-surabaya,https://www.detik.com/search/searchall?query=blt&page=3
Ini Tiga Bocoran Pengalihan Subsidi BBM ke BLT,https://finance.detik.com/energi/d-7636915/ini-tiga-bocoran-pengalihan-subsidi-bbm-ke-blt,https://www.detik.com/search/searchall?query=blt&page=3
"Senyum Semringah Buruh Pabrik Rokok Terima BLT Rp 1,4 Juta Dana Hasil Cukai",https://finance.detik.com/foto-bisnis/d-7445389/senyum-semringah-buruh-pabrik-rokok-terima-blt-rp-1-4-juta-dana-hasil-cukai,https://www.detik.com/search/searchall?query=blt&page=3
Bahlil Blak-blakan Opsi Subsidi Jadi BLT buat BBM-Listrik,https://finance.detik.com/energi/d-7617999/bahlil-blak-blakan-opsi-subsidi-jadi-blt-buat-bbm-listrik,https://www.detik.com/search/searchall?query=blt&page=3
"Skema Baru Subsidi Energi Lagi Digodok, Diubah Jadi BLT?",https://finance.detik.com/berita-ekonomi-bisnis/d-7617265/skema-baru-subsidi-energi-lagi-digodok-diubah-jadi-blt,https://www.detik.com/search/searchall?query=blt&page=3
"Heboh Kabar BLT Rp 5 Juta buat UMKM, Kementerian Pastikan Hoaks",https://finance.detik.com/berita-ekonomi-bisnis/d-7755132/heboh-kabar-blt-rp-5-juta-buat-umkm-kementerian-pastikan-hoaks,https://www.detik.com/search/searchall?query=blt&page=3
Airlangga Pastikan BLT Rp 600 Ribu Cair Sebelum Lebaran,https://finance.detik.com/berita-ekonomi-bisnis/d-7231947/airlangga-pastikan-blt-rp-600-ribu-cair-sebelum-lebaran,https://www.detik.com/search/searchall?query=blt&page=3
Kemensos Pastikan Pesan Berantai Tambahan BLT Rp 400 Ribu Hoaks!,https://finance.detik.com/berita-ekonomi-bisnis/d-7262738/kemensos-pastikan-pesan-berantai-tambahan-blt-rp-400-ribu-hoaks,https://www.detik.com/search/searchall?query=blt&page=4
Penjelasan Jokowi soal Tebar BLT Jelang Pemilu,https://20.detik.com/detikupdate/20240202-240202084/penjelasan-jokowi-soal-tebar-blt-jelang-pemilu,https://www.detik.com/search/searchall?query=blt&page=4
Kapan BLT Mitigasi Pangan Cair? Ini Jawaban Menko Perekonomian,https://www.detik.com/sumbagsel/bisnis/d-7232554/kapan-blt-mitigasi-pangan-cair-ini-jawaban-menko-perekonomian,https://www.detik.com/search/searchall?query=blt&page=4
Momen Jokowi Bagikan BLT El Nino ke Warga Malang,https://20.detik.com/detikupdate/20231215-231215048/momen-jokowi-bagikan-blt-el-nino-ke-warga-malang,https://www.detik.com/search/searchall?query=blt&page=4
Kejari Lubuklinggau Akan Tetapkan 2 Tersangka Kasus Korupsi Dana BOS dan BLT,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7677796/kejari-lubuklinggau-akan-tetapkan-2-tersangka-kasus-korupsi-dana-bos-dan-blt,https://www.detik.com/search/searchall?query=blt&page=4
"Masyarakat Tabanan Mulai Sejahtera, Penerimaan Bantuan Sosial Menurun",https://www.detik.com/bali/berita/d-7734185/masyarakat-tabanan-mulai-sejahtera-penerimaan-bantuan-sosial-menurun,https://www.detik.com/search/searchall?query=blt&page=4
Eks Sekdes di Sukabumi Dibui Usai Sedot Dana BLT Rp 349 Juta,https://www.detik.com/jabar/hukum-dan-kriminal/d-7688872/eks-sekdes-di-sukabumi-dibui-usai-sedot-dana-blt-rp-349-juta,https://www.detik.com/search/searchall?query=blt&page=4
"BLT Cair! Buruh Rokok Dapat Rp 1,5 Juta",https://finance.detik.com/foto-bisnis/d-6894017/blt-cair-buruh-rokok-dapat-rp-1-5-juta,https://www.detik.com/search/searchall?query=blt&page=4
Kata Petani Madiun Soal Wacana Pupuk Subsidi Diganti Jadi BLT,https://www.detik.com/jatim/berita/d-7484010/kata-petani-madiun-soal-wacana-pupuk-subsidi-diganti-jadi-blt,https://www.detik.com/search/searchall?query=blt&page=4
"Beredar Link Pendaftaran BLT Rp 400 Ribu, Kemensos Pastikan Hoax!",https://finance.detik.com/berita-ekonomi-bisnis/d-7205950/beredar-link-pendaftaran-blt-rp-400-ribu-kemensos-pastikan-hoax,https://www.detik.com/search/searchall?query=blt&page=4
"Penyaluran BLT Rp 600 Ribu Mundur, Jadi Bulan Puasa",https://finance.detik.com/berita-ekonomi-bisnis/d-7203171/penyaluran-blt-rp-600-ribu-mundur-jadi-bulan-puasa,https://www.detik.com/search/searchall?query=blt&page=4
"Luhut Ungkap Bansos Dampak PPN 12% Bukan BLT, Biar Nggak buat Judi",https://finance.detik.com/berita-ekonomi-bisnis/d-7659429/luhut-ungkap-bansos-dampak-ppn-12-bukan-blt-biar-nggak-buat-judi,https://www.detik.com/search/searchall?query=blt&page=4
"Selewengkan Dana BLT untuk Judol, Kepala Kantor Pos di Natuna Ditangkap",https://www.detik.com/sumut/hukum-dan-kriminal/d-7634641/selewengkan-dana-blt-untuk-judol-kepala-kantor-pos-di-natuna-ditangkap,https://www.detik.com/search/searchall?query=blt&page=5
"Hadapi Kenaikan Harga Pangan, BLT Rp 600 Ribu Cair Bulan Depan",https://finance.detik.com/berita-ekonomi-bisnis/d-7212524/hadapi-kenaikan-harga-pangan-blt-rp-600-ribu-cair-bulan-depan,https://www.detik.com/search/searchall?query=blt&page=5
"BLT Rp 600 Ribu Belum Juga Cair, Airlangga Ungkap Penyebabnya",https://finance.detik.com/berita-ekonomi-bisnis/d-7196649/blt-rp-600-ribu-belum-juga-cair-airlangga-ungkap-penyebabnya,https://www.detik.com/search/searchall?query=blt&page=5
Sandiaga Uno Khawatir Jika BLT UMKM Dihentikan,https://20.detik.com/detikupdate/20230103-230103086/sandiaga-uno-khawatir-jika-blt-umkm-dihentikan,https://www.detik.com/search/searchall?query=blt&page=5
"Bahlil Bocorkan Skema Baru Subsidi Listrik dan BBM, Makin Dekat Jadi BLT",https://finance.detik.com/energi/d-7621580/bahlil-bocorkan-skema-baru-subsidi-listrik-dan-bbm-makin-dekat-jadi-blt,https://www.detik.com/search/searchall?query=blt&page=5
"Jokowi Tebar BLT Mulai Februari, Langsung Dibayar Rp 600 Ribu!",https://finance.detik.com/berita-ekonomi-bisnis/d-7166646/jokowi-tebar-blt-mulai-februari-langsung-dibayar-rp-600-ribu,https://www.detik.com/search/searchall?query=blt&page=5
"Bahlil Pastikan Subsidi LPG Tak Diganti BLT, tapi Harus Daftar NIK",https://finance.detik.com/energi/d-7621477/bahlil-pastikan-subsidi-lpg-tak-diganti-blt-tapi-harus-daftar-nik,https://www.detik.com/search/searchall?query=blt&page=5
Jokowi Kunjungi Pasar Tradisional di Bengkulu,https://finance.detik.com/foto-bisnis/d-6833323/jokowi-kunjungi-pasar-tradisional-di-bengkulu,https://www.detik.com/search/searchall?query=blt&page=5
Subsidi BBM & Listrik Mau Diubah Jadi BLT Tahun Ini? Bahlil: Doain Aja,https://finance.detik.com/energi/d-7618177/subsidi-bbm-listrik-mau-diubah-jadi-blt-tahun-ini-bahlil-doain-aja,https://www.detik.com/search/searchall?query=blt&page=5
Jokowi Jelaskan Alasan Bagi-bagi BLT Jelang Pemilu,https://www.detik.com/sumut/berita/d-7173893/jokowi-jelaskan-alasan-bagi-bagi-blt-jelang-pemilu,https://www.detik.com/search/searchall?query=blt&page=5
"Bagi-bagi BLT Jelang Pemilu, Jokowi: Sudah Melalui Persetujuan DPR",https://finance.detik.com/berita-ekonomi-bisnis/d-7172928/bagi-bagi-blt-jelang-pemilu-jokowi-sudah-melalui-persetujuan-dpr,https://www.detik.com/search/searchall?query=blt&page=5
Jokowi Bagi-bagi BLT Rp 200 Ribu Mulai Februari!,https://finance.detik.com/berita-ekonomi-bisnis/d-7166412/jokowi-bagi-bagi-blt-rp-200-ribu-mulai-februari,https://www.detik.com/search/searchall?query=blt&page=5
Ribuan Buruh Rokok di Surabaya Terima BLT Dana Cukai Tembakau,https://www.detik.com/jatim/berita/d-7421842/ribuan-buruh-rokok-di-surabaya-terima-blt-dana-cukai-tembakau,https://www.detik.com/search/searchall?query=blt&page=6
"4 Bansos yang Cair Bulan Puasa Ini, Ada BLT Rp 600 Ribu",https://finance.detik.com/berita-ekonomi-bisnis/d-7219916/4-bansos-yang-cair-bulan-puasa-ini-ada-blt-rp-600-ribu,https://www.detik.com/search/searchall?query=blt&page=6
"Video: Subsidi BBM-Listrik Tak Tepat Sasaran, Bahlil Bakal Kaji Jadi BLT",https://20.detik.com/detikupdate/20241103-241103083/video-subsidi-bbm-listrik-tak-tepat-sasaran-bahlil-bakal-kaji-jadi-blt,https://www.detik.com/search/searchall?query=blt&page=6
AHY: BLT Produk SBY Dulu Ditentang Tapi Sekarang Ditiru,https://20.detik.com/detikflash/20220916-220916094/ahy-blt-produk-sby-dulu-ditentang-tapi-sekarang-ditiru,https://www.detik.com/search/searchall?query=blt&page=6
Airlangga Salurkan Beras-BLT ke Warga Indramayu: Sesuai Amanat Presiden,https://news.detik.com/berita/d-7158932/airlangga-salurkan-beras-blt-ke-warga-indramayu-sesuai-amanat-presiden,https://www.detik.com/search/searchall?query=blt&page=6
"Kunker ke Alor, Jokowi Akan Bagi BLT dan Kunjungi SMK 1 Kalabahi",https://www.detik.com/bali/nusra/d-7565570/kunker-ke-alor-jokowi-akan-bagi-blt-dan-kunjungi-smk-1-kalabahi,https://www.detik.com/search/searchall?query=blt&page=6
3 Fakta BLT Rp 600 Ribu yang Dibagi Jokowi Mulai Februari,https://finance.detik.com/berita-ekonomi-bisnis/d-7167084/3-fakta-blt-rp-600-ribu-yang-dibagi-jokowi-mulai-februari,https://www.detik.com/search/searchall?query=blt&page=6
"Subsidi BBM Dihapus, Presiden Nigeria Bakal Beri 'BLT'",https://finance.detik.com/foto-bisnis/d-6822131/subsidi-bbm-dihapus-presiden-nigeria-bakal-beri-blt,https://www.detik.com/search/searchall?query=blt&page=6
Ganjar Tanya Warga Kendal: BLT Sudah Tepat Sasaran Belum?,https://news.detik.com/pemilu/d-7157015/ganjar-tanya-warga-kendal-blt-sudah-tepat-sasaran-belum,https://www.detik.com/search/searchall?query=blt&page=6
"Jokowi Bagikan BLT El Nino di Banyuwangi, Warga Bersorak Gembira",https://news.detik.com/berita/d-7110575/jokowi-bagikan-blt-el-nino-di-banyuwangi-warga-bersorak-gembira,https://www.detik.com/search/searchall?query=blt&page=6
"Jokowi Tebar BLT Rp 600 Ribu-Subsidi Pupuk Jelang Pilpres, Duitnya dari Mana?",https://finance.detik.com/berita-ekonomi-bisnis/d-7178383/jokowi-tebar-blt-rp-600-ribu-subsidi-pupuk-jelang-pilpres-duitnya-dari-mana,https://www.detik.com/search/searchall?query=blt&page=6
Erick Thohir Respons Bagi-bagi Bansos-BLT Dikritik: Apa yang Salah?,https://finance.detik.com/berita-ekonomi-bisnis/d-7175074/erick-thohir-respons-bagi-bagi-bansos-blt-dikritik-apa-yang-salah,https://www.detik.com/search/searchall?query=blt&page=6
"BLT Rp 600 Ribu Dibagi-bagi Jelang Pemilu, Ini Respons Sri Mulyani",https://finance.detik.com/berita-ekonomi-bisnis/d-7168084/blt-rp-600-ribu-dibagi-bagi-jelang-pemilu-ini-respons-sri-mulyani,https://www.detik.com/search/searchall?query=blt&page=7
"Mulai Februari Jokowi Tebar BLT Rp 200 Ribu, dari Mana Sumber Duitnya?",https://finance.detik.com/berita-ekonomi-bisnis/d-7166632/mulai-februari-jokowi-tebar-blt-rp-200-ribu-dari-mana-sumber-duitnya,https://www.detik.com/search/searchall?query=blt&page=7
Penjelasan Lengkap Sri Mulyani soal BLT Rp 600 Ribu Dibagi Jelang Pemilu,https://finance.detik.com/berita-ekonomi-bisnis/d-7168891/penjelasan-lengkap-sri-mulyani-soal-blt-rp-600-ribu-dibagi-jelang-pemilu,https://www.detik.com/search/searchall?query=blt&page=7
"BLT BBM Sudah Tersalurkan ke 12,7 Juta Penerima!",https://20.detik.com/detikflash/20220916-220916077/blt-bbm-sudah-tersalurkan-ke-12-7-juta-penerima,https://www.detik.com/search/searchall?query=blt&page=7
Luhut Bakal Atur Penerima Bansos Tak Bisa Belanja Sembarangan,https://finance.detik.com/berita-ekonomi-bisnis/d-7725395/luhut-bakal-atur-penerima-bansos-tak-bisa-belanja-sembarangan,https://www.detik.com/search/searchall?query=blt&page=7
Haru Petani Tembakau Demak Terima BLT Bagi Hasil Cukai dari Bupati Eisti'anah,https://www.detik.com/jateng/jawa-tengah-meriah/d-7463418/haru-petani-tembakau-demak-terima-blt-bagi-hasil-cukai-dari-bupati-eistianah,https://www.detik.com/search/searchall?query=blt&page=7
Bahlil Pastikan Kendaraan Pelat Kuning Tetap Dapat Subsidi BBM,https://finance.detik.com/energi/d-7621757/bahlil-pastikan-kendaraan-pelat-kuning-tetap-dapat-subsidi-bbm,https://www.detik.com/search/searchall?query=blt&page=7
Potret Jokowi Bagi-bagi BLT dan Sembako di Pasar Tohaga Parung,https://finance.detik.com/foto-bisnis/d-6784331/potret-jokowi-bagi-bagi-blt-dan-sembako-di-pasar-tohaga-parung,https://www.detik.com/search/searchall?query=blt&page=7
"Kampanye di Sukoharjo, AHY Ungkit Program BLT-KUR Era SBY",https://www.detik.com/jateng/berita/d-7146819/kampanye-di-sukoharjo-ahy-ungkit-program-blt-kur-era-sby,https://www.detik.com/search/searchall?query=blt&page=7
"Laksanakan Arahan Jokowi, Airlangga Salurkan Bansos dan BLT di Kalbar",https://news.detik.com/berita/d-7147948/laksanakan-arahan-jokowi-airlangga-salurkan-bansos-dan-blt-di-kalbar,https://www.detik.com/search/searchall?query=blt&page=7
Airlangga Salurkan Bantuan Pangan Beras-BLT Rp 400 Ribu ke Warga Lombok,https://news.detik.com/berita/d-7141237/airlangga-salurkan-bantuan-pangan-beras-blt-rp-400-ribu-ke-warga-lombok,https://www.detik.com/search/searchall?query=blt&page=7
"Bantuan BLT El Nino: Jadwal, Link, dan Cara Cek Penerimanya",https://www.detik.com/sulsel/berita/d-7103983/bantuan-blt-el-nino-jadwal-link-dan-cara-cek-penerimanya,https://www.detik.com/search/searchall?query=blt&page=7
"Subsidi LPG 3 Kg Mau Diganti Jadi BLT, Penerima Bisa Dapat Rp 120 Ribu",https://finance.detik.com/energi/d-7441108/subsidi-lpg-3-kg-mau-diganti-jadi-blt-penerima-bisa-dapat-rp-120-ribu,https://www.detik.com/search/searchall?query=blt&page=8
"BLT 3 Bulan Mulai Dibagikan Awal Februari, Cak Imin Ingatkan Presiden",https://news.detik.com/pemilu/d-7167854/blt-3-bulan-mulai-dibagikan-awal-februari-cak-imin-ingatkan-presiden,https://www.detik.com/search/searchall?query=blt&page=8
Inspektorat Mamuju Usut Kades Tanambuah Diduga Potong BLT Warga,https://www.detik.com/sulsel/berita/d-7300949/inspektorat-mamuju-usut-kades-tanambuah-diduga-potong-blt-warga,https://www.detik.com/search/searchall?query=blt&page=8
Mensos Risma: BLT Diturunkan Saat Kondisi Tak Stabil,https://20.detik.com/detikflash/20220916-220916075/mensos-risma-blt-diturunkan-saat-kondisi-tak-stabil,https://www.detik.com/search/searchall?query=blt&page=8
"Di Purbalingga, Ganjar Bicara Solusi BLT Belum Tepat Sasaran: KTP Sakti",https://news.detik.com/pemilu/d-7142318/di-purbalingga-ganjar-bicara-solusi-blt-belum-tepat-sasaran-ktp-sakti,https://www.detik.com/search/searchall?query=blt&page=8
Bansos BLT Mitigasi Risiko Pangan Kapan Cair? Ini Jadwal dan Cara Ceknya,https://www.detik.com/sulsel/berita/d-7386014/bansos-blt-mitigasi-risiko-pangan-kapan-cair-ini-jadwal-dan-cara-ceknya,https://www.detik.com/search/searchall?query=blt&page=8
Terungkap Penyebab Anggaran Kemensos Turun hingga BLT El Nino 'Lenyap',https://finance.detik.com/berita-ekonomi-bisnis/d-7281497/terungkap-penyebab-anggaran-kemensos-turun-hingga-blt-el-nino-lenyap,https://www.detik.com/search/searchall?query=blt&page=8
Dapat dari Mana Nih? Kok Orang-orang Antre Dikasih Rp 600 Ribu,https://finance.detik.com/foto-bisnis/d-6457545/dapat-dari-mana-nih-kok-orang-orang-antre-dikasih-rp-600-ribu,https://www.detik.com/search/searchall?query=blt&page=8
"Maling Pecahkan Kaca Mobil Bendahara Desa di Aceh, Uang BLT Rp 36 Juta Raib",https://www.detik.com/sumut/hukum-dan-kriminal/d-7386566/maling-pecahkan-kaca-mobil-bendahara-desa-di-aceh-uang-blt-rp-36-juta-raib,https://www.detik.com/search/searchall?query=blt&page=8
"Airlangga Pastikan Penyaluran BLT El Nino Rp 7,52 T Tepat Sasaran",https://finance.detik.com/berita-ekonomi-bisnis/d-7114287/airlangga-pastikan-penyaluran-blt-el-nino-rp-7-52-t-tepat-sasaran,https://www.detik.com/search/searchall?query=blt&page=8
"Ganjar Temui Petani di Blora, Terima Keluhan soal KUR dan BLT",https://news.detik.com/pemilu/d-7123816/ganjar-temui-petani-di-blora-terima-keluhan-soal-kur-dan-blt,https://www.detik.com/search/searchall?query=blt&page=8
Senangnya Buruh Tani Tembakau Blora Terima BLT DBHCHT: Buat Sekolah Anak,https://www.detik.com/jateng/bisnis/d-7112913/senangnya-buruh-tani-tembakau-blora-terima-blt-dbhcht-buat-sekolah-anak,https://www.detik.com/search/searchall?query=blt&page=8
"Jokowi Temui Warga di Manado, Pastikan Penyaluran BLT El Nino Lancar",https://news.detik.com/berita/d-7113573/jokowi-temui-warga-di-manado-pastikan-penyaluran-blt-el-nino-lancar,https://www.detik.com/search/searchall?query=blt&page=9
DPRD Klaten Minta Penjelasan Buntut BLT Cukai Tembakau Nyasar ke Kades,https://www.detik.com/jateng/berita/d-7072121/dprd-klaten-minta-penjelasan-buntut-blt-cukai-tembakau-nyasar-ke-kades,https://www.detik.com/search/searchall?query=blt&page=9
Gus Ipul Salurkan BLT dari Dana Cukai Rokok: Jangan Buat Beli Pulsa,https://www.detik.com/jatim/berita/d-7063296/gus-ipul-salurkan-blt-dari-dana-cukai-rokok-jangan-buat-beli-pulsa,https://www.detik.com/search/searchall?query=blt&page=9
"Jokowi Kunker ke Kepulauan Aru, Cek Penyaluran BLT",https://20.detik.com/detikflash/20220916-220916050/jokowi-kunker-ke-kepulauan-aru-cek-penyaluran-blt,https://www.detik.com/search/searchall?query=blt&page=9
"Kemenkeu Blak-blakan Anggaran Bansos Beras-BLT, Begini Datanya",https://finance.detik.com/berita-ekonomi-bisnis/d-7206932/kemenkeu-blak-blakan-anggaran-bansos-beras-blt-begini-datanya,https://www.detik.com/search/searchall?query=blt&page=9
Kades Tanambuah Mamuju Didemo Warga gegara Diduga Potong BLT-Tutup PAUD,https://www.detik.com/sulsel/berita/d-7298608/kades-tanambuah-mamuju-didemo-warga-gegara-diduga-potong-blt-tutup-paud,https://www.detik.com/search/searchall?query=blt&page=9
"Ketua MK Tanya BLT El Nino 'Lenyap' dari Anggaran Kemensos, Ini Jawaban Sri Mulyani",https://finance.detik.com/berita-ekonomi-bisnis/d-7279831/ketua-mk-tanya-blt-el-nino-lenyap-dari-anggaran-kemensos-ini-jawaban-sri-mulyani,https://www.detik.com/search/searchall?query=blt&page=9
Jokowi Bagikan BLT dan Cek Harga di Pasar Karanganyar,https://finance.detik.com/foto-bisnis/d-6417278/jokowi-bagikan-blt-dan-cek-harga-di-pasar-karanganyar,https://www.detik.com/search/searchall?query=blt&page=9
"Hakim MK Tanya soal Anggaran BLT El Nino, Risma Ngaku Tak Berani Usul",https://news.detik.com/pemilu/d-7279607/hakim-mk-tanya-soal-anggaran-blt-el-nino-risma-ngaku-tak-berani-usul,https://www.detik.com/search/searchall?query=blt&page=9
"Sidang MK, Risma Ungkap BLT El Nino Disetujui di Rapat Bareng DPR di 2023",https://news.detik.com/pemilu/d-7279568/sidang-mk-risma-ungkap-blt-el-nino-disetujui-di-rapat-bareng-dpr-di-2023,https://www.detik.com/search/searchall?query=blt&page=9
"'Lenyap' dari Kemensos, Segini Anggaran BLT El Nino yang Disinggung Ketua MK",https://finance.detik.com/berita-ekonomi-bisnis/d-7280118/lenyap-dari-kemensos-segini-anggaran-blt-el-nino-yang-disinggung-ketua-mk,https://www.detik.com/search/searchall?query=blt&page=9
