judul,link,halaman_sumber
Ini Baju Gamis yang Laris di Tanah Abang Jelang Lebaran 2025,https://wolipop.detik.com/hijab-update/d-7815102/ini-baju-gamis-yang-laris-di-tanah-abang-jelang-lebaran-2025,https://www.detik.com/search/searchall?query=blt&page=22
"Penyaluran Dana BLT Minyak Goreng Capai Rp 7,2 T",https://20.detik.com/detikflash/20220823-220823117/penyaluran-dana-blt-minyak-goreng-capai-rp-7-2-t,https://www.detik.com/search/searchall?query=blt&page=22
Pasutri Eks Pejabat Desa di Subang Korupsi APBDes untuk Foya-foya,https://www.detik.com/jabar/hukum-dan-kriminal/d-7538102/pasutri-eks-pejabat-desa-di-subang-korupsi-apbdes-untuk-foya-foya,https://www.detik.com/search/searchall?query=blt&page=22
Andre Rosiade Bantu Pengobatan Penderita Lipoma di RSUP M Djamil Padang,https://news.detik.com/berita/d-7873329/andre-rosiade-bantu-pengobatan-penderita-lipoma-di-rsup-m-djamil-padang,https://www.detik.com/search/searchall?query=blt&page=22
Jabar Hari Ini: Teror Lemparan Batu di Ciwidey Bandung,https://www.detik.com/jabar/berita/d-7755998/jabar-hari-ini-teror-lemparan-batu-di-ciwidey-bandung,https://www.detik.com/search/searchall?query=blt&page=22
"Dorong Pelaku Usaha Bangkit dari Pandemi, BLT UMKM Cair Lagi",https://finance.detik.com/foto-bisnis/d-5949775/dorong-pelaku-usaha-bangkit-dari-pandemi-blt-umkm-cair-lagi,https://www.detik.com/search/searchall?query=blt&page=22
Bos Pertamina Buka Suara Respons 2 Skema Baru Subsidi BBM,https://finance.detik.com/energi/d-7669502/bos-pertamina-buka-suara-respons-2-skema-baru-subsidi-bbm,https://www.detik.com/search/searchall?query=blt&page=22
"Luhut Beri Sinyal Tak Ada Lagi BBM Subsidi Mulai 2027, Diganti Jadi Ini",https://finance.detik.com/energi/d-7787140/luhut-beri-sinyal-tak-ada-lagi-bbm-subsidi-mulai-2027-diganti-jadi-ini,https://www.detik.com/search/searchall?query=blt&page=22
"Bansos BPNT Oktober 2024 Cair, Ini Nominal dan Cara Ceknya!",https://www.detik.com/sumbagsel/berita/d-7568410/bansos-bpnt-oktober-2024-cair-ini-nominal-dan-cara-ceknya,https://www.detik.com/search/searchall?query=blt&page=22
Prabowo Pastikan Diskon Tiket Pesawat hingga Tol di Lebaran 2025,https://news.detik.com/berita/d-7782422/prabowo-pastikan-diskon-tiket-pesawat-hingga-tol-di-lebaran-2025,https://www.detik.com/search/searchall?query=blt&page=22
"Cara Cek NIK KTP untuk Penerima Bansos Desember 2024, Online dan Offline",https://www.detik.com/sumbagsel/berita/d-7685563/cara-cek-nik-ktp-untuk-penerima-bansos-desember-2024-online-dan-offline,https://www.detik.com/search/searchall?query=blt&page=23
Efisiensi APBN Bakal Sia-sia Kalau Prabowo Tak Lakukan Hal Ini,https://finance.detik.com/berita-ekonomi-bisnis/d-7866879/efisiensi-apbn-bakal-sia-sia-kalau-prabowo-tak-lakukan-hal-ini,https://www.detik.com/search/searchall?query=blt&page=23
Tok! Menteri UMKM Pastikan Ojol Dapat Subsidi BBM,https://oto.detik.com/berita/d-7673801/tok-menteri-umkm-pastikan-ojol-dapat-subsidi-bbm,https://www.detik.com/search/searchall?query=blt&page=23
"BLT Migor di Tasik Cair, Warga: Buat Lebaran",https://20.detik.com/detikflash/20220418-220418093/blt-migor-di-tasik-cair-warga-buat-lebaran,https://www.detik.com/search/searchall?query=blt&page=23
Siap-siap! Segera Terbit Aturan Baru BBM Subsidi,https://finance.detik.com/energi/d-7760848/siap-siap-segera-terbit-aturan-baru-bbm-subsidi,https://www.detik.com/search/searchall?query=blt&page=23
"Cara Daftar Bansos Mandiri secara Online, Ini Langkah-langkahnya",https://news.detik.com/berita/d-7649963/cara-daftar-bansos-mandiri-secara-online-ini-langkah-langkahnya,https://www.detik.com/search/searchall?query=blt&page=23
Kades Korupsi Dana Desa Rp 800 Juta di Mamuju untuk Biaya Berobat Istri,https://www.detik.com/sulsel/hukum-dan-kriminal/d-6890790/kades-korupsi-dana-desa-rp-800-juta-di-mamuju-untuk-biaya-berobat-istri,https://www.detik.com/search/searchall?query=blt&page=23
"Siap-siap! PKL Bakal Dapat BLT Rp 1,2 Juta",https://news.detik.com/foto-news/d-5702640/siap-siap-pkl-bakal-dapat-blt-rp-1-2-juta,https://www.detik.com/search/searchall?query=blt&page=23
"Dana Transfer ke Daerah Tembus Rp 863 T, Sri Mulyani Ajak Masyarakat Ikut Awasi",https://finance.detik.com/berita-ekonomi-bisnis/d-7741476/dana-transfer-ke-daerah-tembus-rp-863-t-sri-mulyani-ajak-masyarakat-ikut-awasi,https://www.detik.com/search/searchall?query=blt&page=23
"Cara Mudah Cek Kepesertaan Bansos, Cair September!",https://www.detik.com/jatim/berita/d-7528076/cara-mudah-cek-kepesertaan-bansos-cair-september,https://www.detik.com/search/searchall?query=blt&page=23
Most Pop: Ini Baju Gamis yang Laris di Tanah Abang Jelang Lebaran 2025,https://wolipop.detik.com/hijab-update/d-7826208/most-pop-ini-baju-gamis-yang-laris-di-tanah-abang-jelang-lebaran-2025,https://www.detik.com/search/searchall?query=blt&page=23
Bamsoet Puji Yayasan Jakarta Berbagi Kasih Beri Santunan ke 600 Anak Yatim,https://news.detik.com/berita/d-7822382/bamsoet-puji-yayasan-jakarta-berbagi-kasih-beri-santunan-ke-600-anak-yatim,https://www.detik.com/search/searchall?query=blt&page=23
"Rp 4,4 M Dana Bagi Hasil Cukai di Banyuwangi Disalurkan ke 2.450 KK",https://www.detik.com/jatim/berita/d-7465522/rp-4-4-m-dana-bagi-hasil-cukai-di-banyuwangi-disalurkan-ke-2-450-kk,https://www.detik.com/search/searchall?query=blt&page=24
Kemensos dan BP Taskin Kerja Sama Penanggulangan Kemiskinan Ekstrem,https://news.detik.com/berita/d-7633529/kemensos-dan-bp-taskin-kerja-sama-penanggulangan-kemiskinan-ekstrem,https://www.detik.com/search/searchall?query=blt&page=24
Cara Cek Penerima Bansos Pakai NIK KTP,https://www.detik.com/jatim/berita/d-7636015/cara-cek-penerima-bansos-pakai-nik-ktp,https://www.detik.com/search/searchall?query=blt&page=24
"Jokowi ke Pasar Kanoman Cirebon, Bagi-bagi BLT Migor-Bantuan Modal Usaha",https://20.detik.com/detikflash/20220413-220413074/jokowi-ke-pasar-kanoman-cirebon-bagi-bagi-blt-migor-bantuan-modal-usaha,https://www.detik.com/search/searchall?query=blt&page=24
Kata Camat Losarang soal Warga Dekat Rumah Nina yang Tak Dapat BPJS,https://www.detik.com/jabar/cirebon-raya/d-7627554/kata-camat-losarang-soal-warga-dekat-rumah-nina-yang-tak-dapat-bpjs,https://www.detik.com/search/searchall?query=blt&page=24
Fakta di Balik Statemen Lucky Hakim soal Warga Dekat Rumah Nina Tak Dapat BPJS,https://www.detik.com/jabar/cirebon-raya/d-7627348/fakta-di-balik-statemen-lucky-hakim-soal-warga-dekat-rumah-nina-tak-dapat-bpjs,https://www.detik.com/search/searchall?query=blt&page=24
Sri Mulyani Sebut Negara Sudah Kuncurkan Rp 456 T buat Subsidi Rakyat,https://finance.detik.com/berita-ekonomi-bisnis/d-7714213/sri-mulyani-sebut-negara-sudah-kuncurkan-rp-456-t-buat-subsidi-rakyat,https://www.detik.com/search/searchall?query=blt&page=24
"Di Solo, BLT Disalurkan Langsung ke Rumah",https://finance.detik.com/foto-bisnis/d-5660485/di-solo-blt-disalurkan-langsung-ke-rumah,https://www.detik.com/search/searchall?query=blt&page=24
"Kebocoran Subsidi BBM-Listrik Tembus Rp 100 Triliun, Ini Penyebabnya",https://finance.detik.com/energi/d-7620580/kebocoran-subsidi-bbm-listrik-tembus-rp-100-triliun-ini-penyebabnya,https://www.detik.com/search/searchall?query=blt&page=24
DEN Luruskan Omongan Luhut soal Subsidi BBM Dihapus 2027,https://finance.detik.com/energi/d-7790650/den-luruskan-omongan-luhut-soal-subsidi-bbm-dihapus-2027,https://www.detik.com/search/searchall?query=blt&page=24
DPR Tepis Pernyataan Luhut soal Tak Ada BBM Subsidi di 2027,https://finance.detik.com/energi/d-7789657/dpr-tepis-pernyataan-luhut-soal-tak-ada-bbm-subsidi-di-2027,https://www.detik.com/search/searchall?query=blt&page=24
Komisi XII DPR Tepis Luhut: Tak Ada Wacana Hapus BBM Subsidi!,https://news.detik.com/berita/d-7789741/komisi-xii-dpr-tepis-luhut-tak-ada-wacana-hapus-bbm-subsidi,https://www.detik.com/search/searchall?query=blt&page=24
"Kado Prabowo buat Lebaran: THR Maret, Diskon Tarif Tol dan Tiket Pesawat!",https://finance.detik.com/berita-ekonomi-bisnis/d-7783053/kado-prabowo-buat-lebaran-thr-maret-diskon-tarif-tol-dan-tiket-pesawat,https://www.detik.com/search/searchall?query=blt&page=25
"Bukan Darah, Ini Arti Cairan Merah pada Steak Medium",https://food.detik.com/info-kuliner/d-7773005/bukan-darah-ini-arti-cairan-merah-pada-steak-medium,https://www.detik.com/search/searchall?query=blt&page=25
Andre Rosiade Berbagi Ratusan Nasi Kotak di Masjid Al Mutmainah Jati,https://news.detik.com/berita/d-7596213/andre-rosiade-berbagi-ratusan-nasi-kotak-di-masjid-al-mutmainah-jati,https://www.detik.com/search/searchall?query=blt&page=25
Ambil BLT Minyak Goreng Bonus Vaksinasi Booster,https://20.detik.com/e-flash/20220412-220412118/ambil-blt-minyak-goreng-bonus-vaksinasi-booster,https://www.detik.com/search/searchall?query=blt&page=25
Andre Rosiade Bantu Anak Penderita Lipoma Ganas di Teluk Kabung Padang,https://news.detik.com/berita/d-7868764/andre-rosiade-bantu-anak-penderita-lipoma-ganas-di-teluk-kabung-padang,https://www.detik.com/search/searchall?query=blt&page=25
"Ojol Disebut Tak Masuk Kriteria Penerima Subsidi BBM, Ini Kata Menteri ESDM",https://www.detik.com/sumut/berita/d-7660896/ojol-disebut-tak-masuk-kriteria-penerima-subsidi-bbm-ini-kata-menteri-esdm,https://www.detik.com/search/searchall?query=blt&page=25
Bahlil Beri Sinyal Ojol Tak Masuk Kriteria Penerima Subsidi BBM,https://finance.detik.com/energi/d-7660762/bahlil-beri-sinyal-ojol-tak-masuk-kriteria-penerima-subsidi-bbm,https://www.detik.com/search/searchall?query=blt&page=25
Cairrrr....BLT Dana Desa di Kabupaten Bekasi Sampai ke Penerima,https://news.detik.com/foto-news/d-5660445/cairrrr-blt-dana-desa-di-kabupaten-bekasi-sampai-ke-penerima,https://www.detik.com/search/searchall?query=blt&page=25
"Semarak Hari Jadi ke-254, Gianyar Gelar Lomba B2SA hingga Cek Kesehatan Gratis",https://www.detik.com/bali/berita/d-7864472/semarak-hari-jadi-ke-254-gianyar-gelar-lomba-b2sa-hingga-cek-kesehatan-gratis,https://www.detik.com/search/searchall?query=blt&page=25
"Bocoran Luhut: Bakal Ada Bansos Dampak PPN 12%, Bentuknya Subsidi Listrik",https://finance.detik.com/energi/d-7659299/bocoran-luhut-bakal-ada-bansos-dampak-ppn-12-bentuknya-subsidi-listrik,https://www.detik.com/search/searchall?query=blt&page=25
"Daftar Penerima Subsidi BBM Bakal Pakai Data Tunggal, Lagi Diolah BPS",https://finance.detik.com/energi/d-7652245/daftar-penerima-subsidi-bbm-bakal-pakai-data-tunggal-lagi-diolah-bps,https://www.detik.com/search/searchall?query=blt&page=25
"3 Jenis Bansos Cair Desember 2024, Cek Status Penerima",https://www.detik.com/sumbagsel/berita/d-7672704/3-jenis-bansos-cair-desember-2024-cek-status-penerima,https://www.detik.com/search/searchall?query=blt&page=25
"Sri Mulyani Blak-blakan 2024 Tahun Berat, Ini Sederet Masalahnya",https://finance.detik.com/berita-ekonomi-bisnis/d-7721061/sri-mulyani-blak-blakan-2024-tahun-berat-ini-sederet-masalahnya,https://www.detik.com/search/searchall?query=blt&page=26
"Belum Ada Arahan Prabowo buat Perluas Bansos, Gus Ipul Fokus Urus Data",https://finance.detik.com/berita-ekonomi-bisnis/d-7635247/belum-ada-arahan-prabowo-buat-perluas-bansos-gus-ipul-fokus-urus-data,https://www.detik.com/search/searchall?query=blt&page=26
"Cek Bansos Kemensos 2024 Secara Online Lewat HP, Ini Caranya",https://inet.detik.com/tips-dan-trik/d-7474198/cek-bansos-kemensos-2024-secara-online-lewat-hp-ini-caranya,https://www.detik.com/search/searchall?query=blt&page=26
"Melanjutkan Program 2021, 20 Ribu PKL Klaten Terima BLT Hari Ini",https://20.detik.com/detikflash/20220408-220408107/melanjutkan-program-2021-20-ribu-pkl-klaten-terima-blt-hari-ini,https://www.detik.com/search/searchall?query=blt&page=26
"Pamit Bulan Depan Purnatugas, Jokowi ke Warga Surabaya: Nyuwun Ngapunten",https://www.detik.com/jateng/berita/d-7527435/pamit-bulan-depan-purnatugas-jokowi-ke-warga-surabaya-nyuwun-ngapunten,https://www.detik.com/search/searchall?query=blt&page=26
"10 Tahun Teras BRI Kapal Layani Kepulauan Seribu, Nasabah Harap Tambah Hari",https://finance.detik.com/moneter/d-7836934/10-tahun-teras-bri-kapal-layani-kepulauan-seribu-nasabah-harap-tambah-hari,https://www.detik.com/search/searchall?query=blt&page=26
"Eks Kades di Bengkulu Divonis 3 Tahun Bui, Gunakan Dandes untuk Bayar Utang",https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7821029/eks-kades-di-bengkulu-divonis-3-tahun-bui-gunakan-dandes-untuk-bayar-utang,https://www.detik.com/search/searchall?query=blt&page=26
Mantap! Warteg Juga Bakal Dapat BLT di Masa PPKM,https://finance.detik.com/foto-bisnis/d-5653884/mantap-warteg-juga-bakal-dapat-blt-di-masa-ppkm,https://www.detik.com/search/searchall?query=blt&page=26
Cara Cek NIK KTP Penerima Bansos di cekbansos.kemensos.go.id,https://inet.detik.com/tips-dan-trik/d-7638819/cara-cek-nik-ktp-penerima-bansos-di-cekbansos-kemensos-go-id,https://www.detik.com/search/searchall?query=blt&page=26
"Cara Cek Bansos Kemensos Tahun 2024, Ketahui 4 Bantuan yang Diberikan",https://finance.detik.com/berita-ekonomi-bisnis/d-7425440/cara-cek-bansos-kemensos-tahun-2024-ketahui-4-bantuan-yang-diberikan,https://www.detik.com/search/searchall?query=blt&page=26
"Prabowo Panggil Airlangga hingga Cak Imin, Rapat Bahas Kebijakan Subsidi",https://news.detik.com/berita/d-7613743/prabowo-panggil-airlangga-hingga-cak-imin-rapat-bahas-kebijakan-subsidi,https://www.detik.com/search/searchall?query=blt&page=26
"Cara Cek NIK KTP Penerima Bansos PKH, BPNT, Cair Desember 2024",https://inet.detik.com/tips-dan-trik/d-7691526/cara-cek-nik-ktp-penerima-bansos-pkh-bpnt-cair-desember-2024,https://www.detik.com/search/searchall?query=blt&page=26
"Jelang Akhir Tahun, Pendaftar buat Beli LPG 3 Kg Capai 57 Juta NIK",https://finance.detik.com/energi/d-7690230/jelang-akhir-tahun-pendaftar-buat-beli-lpg-3-kg-capai-57-juta-nik,https://www.detik.com/search/searchall?query=blt&page=27
"Ngantor di Desa, Bupati Ipuk Salurkan Bantuan Infrastruktur Air Bersih",https://www.detik.com/jatim/berita/d-7523432/ngantor-di-desa-bupati-ipuk-salurkan-bantuan-infrastruktur-air-bersih,https://www.detik.com/search/searchall?query=blt&page=27
Pj Gubernur Adhy Optimis Dorong Kemajuan Ekonomi Desa di Jatim,https://www.detik.com/jatim/bisnis/d-7520540/pj-gubernur-adhy-optimis-dorong-kemajuan-ekonomi-desa-di-jatim,https://www.detik.com/search/searchall?query=blt&page=27
Momen Jokowi Bagi-bagi BLT Minyak Goreng ke PKL di Jambi,https://20.detik.com/detikflash/20220407-220407097/momen-jokowi-bagi-bagi-blt-minyak-goreng-ke-pkl-di-jambi,https://www.detik.com/search/searchall?query=blt&page=27
Budiman Pastikan Bansos Lanjut di Era Prabowo: Bahkan Ditambah,https://news.detik.com/berita/d-7601424/budiman-pastikan-bansos-lanjut-di-era-prabowo-bahkan-ditambah,https://www.detik.com/search/searchall?query=blt&page=27
Wamendagri Bakal Dorong Pemda Tingkatkan Perlindungan Pekerja Informal,https://news.detik.com/berita/d-7680185/wamendagri-bakal-dorong-pemda-tingkatkan-perlindungan-pekerja-informal,https://www.detik.com/search/searchall?query=blt&page=27
"Prabowo Janjikan Diskon Tarif Tol-Tiket Pesawat, Menteri Mulai Lobi Operator",https://finance.detik.com/infrastruktur/d-7784325/prabowo-janjikan-diskon-tarif-tol-tiket-pesawat-menteri-mulai-lobi-operator,https://www.detik.com/search/searchall?query=blt&page=27
Mantap Hari Ini BLT Mulai Cair,https://finance.detik.com/foto-bisnis/d-5651156/mantap-hari-ini-blt-mulai-cair,https://www.detik.com/search/searchall?query=blt&page=27
"Prabowo Pastikan THR Cair Maret 2025, Ada Diskon Tiket Pesawat-Tol Saat Lebaran",https://www.detik.com/jogja/bisnis/d-7783772/prabowo-pastikan-thr-cair-maret-2025-ada-diskon-tiket-pesawat-tol-saat-lebaran,https://www.detik.com/search/searchall?query=blt&page=27
Kepastian dari Prabowo soal THR Cair Bulan Depan,https://news.detik.com/berita/d-7783068/kepastian-dari-prabowo-soal-thr-cair-bulan-depan,https://www.detik.com/search/searchall?query=blt&page=27
Prabowo: Pencairan THR ASN dan Pekerja Swasta Bulan Maret 2025,https://news.detik.com/berita/d-7782286/prabowo-pencairan-thr-asn-dan-pekerja-swasta-bulan-maret-2025,https://www.detik.com/search/searchall?query=blt&page=27
Andre Rosiade Beri Bantuan Uang Tunai untuk Penderita Thalasemia di Padang,https://news.detik.com/berita/d-7780919/andre-rosiade-beri-bantuan-uang-tunai-untuk-penderita-thalasemia-di-padang,https://www.detik.com/search/searchall?query=blt&page=27
Ketua Komisi XII DPR Dukung Ojol Masuk Kriteria Penerima Subsidi BBM,https://news.detik.com/berita/d-7669696/ketua-komisi-xii-dpr-dukung-ojol-masuk-kriteria-penerima-subsidi-bbm,https://www.detik.com/search/searchall?query=blt&page=28
Airlangga Buka-bukaan Alasan Pemerintah Gelontorkan Perlinsos,https://finance.detik.com/berita-ekonomi-bisnis/d-7279558/airlangga-buka-bukaan-alasan-pemerintah-gelontorkan-perlinsos,https://www.detik.com/search/searchall?query=blt&page=28
"Skema Baru Subsidi BBM Bakal Diumumkan Langsung Prabowo, Ini Bocorannya",https://finance.detik.com/energi/d-7662636/skema-baru-subsidi-bbm-bakal-diumumkan-langsung-prabowo-ini-bocorannya,https://www.detik.com/search/searchall?query=blt&page=28
Jokowi Targetkan BLT Minyak Goreng Disalurkan Sebelum Lebaran,https://20.detik.com/detikflash/20220406-220406103/jokowi-targetkan-blt-minyak-goreng-disalurkan-sebelum-lebaran,https://www.detik.com/search/searchall?query=blt&page=28
"Ojol Tak Masuk Kriteria Penerima Subsidi BBM, Ini Alasannya",https://oto.detik.com/berita/d-7661190/ojol-tak-masuk-kriteria-penerima-subsidi-bbm-ini-alasannya,https://www.detik.com/search/searchall?query=blt&page=28
Kejati Bali Ungkap Penyebab Gas Melon Langka: Banyak Pengoplosan,https://www.detik.com/bali/hukum-dan-kriminal/d-7770546/kejati-bali-ungkap-penyebab-gas-melon-langka-banyak-pengoplosan,https://www.detik.com/search/searchall?query=blt&page=28
Respons Luhut soal Penolakan Keras Masyarakat PPN Naik Jadi 12%,https://finance.detik.com/berita-ekonomi-bisnis/d-7659101/respons-luhut-soal-penolakan-keras-masyarakat-ppn-naik-jadi-12,https://www.detik.com/search/searchall?query=blt&page=28
"Kemenkop Gulirkan BLT Rp 1,2 Juta untuk UMKM",https://finance.detik.com/foto-bisnis/d-5612428/kemenkop-gulirkan-blt-rp-1-2-juta-untuk-umkm,https://www.detik.com/search/searchall?query=blt&page=28
"Sudah Tersedia, Ini Daftar SPBU Shell yang Mulai Jualan Bensin Super",https://oto.detik.com/berita/d-7765711/sudah-tersedia-ini-daftar-spbu-shell-yang-mulai-jualan-bensin-super,https://www.detik.com/search/searchall?query=blt&page=28
Andre Rosiade Bantu Keluarga yang Tewas Akibat Cekcok di Depan Kampus UNP,https://news.detik.com/berita/d-7763879/andre-rosiade-bantu-keluarga-yang-tewas-akibat-cekcok-di-depan-kampus-unp,https://www.detik.com/search/searchall?query=blt&page=28
Pemerintah Klaim Hasil PPN 12% Akan Dikembalikan ke Rakyat,https://finance.detik.com/berita-ekonomi-bisnis/d-7650699/pemerintah-klaim-hasil-ppn-12-akan-dikembalikan-ke-rakyat,https://www.detik.com/search/searchall?query=blt&page=28
DJP Sebut Hasil PPN 12% Dikembalikan Jadi Bansos-Subsidi,https://finance.detik.com/berita-ekonomi-bisnis/d-7650365/djp-sebut-hasil-ppn-12-dikembalikan-jadi-bansos-subsidi,https://www.detik.com/search/searchall?query=blt&page=28
"Respons Heboh Garuda Biru, DJP Beberkan Tak Semua Barang Kena PPN 12%",https://finance.detik.com/berita-ekonomi-bisnis/d-7650134/respons-heboh-garuda-biru-djp-beberkan-tak-semua-barang-kena-ppn-12,https://www.detik.com/search/searchall?query=blt&page=29
Kades Mahanggin Jadi Tersangka-Ditahan Terkait Korupsi Rp 400 Juta,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7424302/kades-mahanggin-jadi-tersangka-ditahan-terkait-korupsi-rp-400-juta,https://www.detik.com/search/searchall?query=blt&page=29
Bocoran Rencana Prabowo Mau Ubah Skema Subsidi BBM-Listrik Jadi Tunai,https://finance.detik.com/energi/d-7559244/bocoran-rencana-prabowo-mau-ubah-skema-subsidi-bbm-listrik-jadi-tunai,https://www.detik.com/search/searchall?query=blt&page=29
Jokowi Beri BLT Minyak Goreng Rp 300 Ribu,https://20.detik.com/detikflash/20220401-220401114/jokowi-beri-blt-minyak-goreng-rp-300-ribu,https://www.detik.com/search/searchall?query=blt&page=29
"Rapat Bareng Mensos, Pasha Heran Ada Anak Cerebral Palsy Tak Dapat Bansos",https://news.detik.com/berita/d-7634974/rapat-bareng-mensos-pasha-heran-ada-anak-cerebral-palsy-tak-dapat-bansos,https://www.detik.com/search/searchall?query=blt&page=29
"Kunjungi Pulau Untung Jawa, RK Terima Keluhan soal Bantuan Tak Tepat Sasaran",https://news.detik.com/pilkada/d-7631045/kunjungi-pulau-untung-jawa-rk-terima-keluhan-soal-bantuan-tak-tepat-sasaran,https://www.detik.com/search/searchall?query=blt&page=29
Cabup Manggarai Barat Christo Persoalkan Lawannya Eks Napi Kasus Judi,https://news.detik.com/pilkada/d-7732433/cabup-manggarai-barat-christo-persoalkan-lawannya-eks-napi-kasus-judi,https://www.detik.com/search/searchall?query=blt&page=29
Potret Antrean Permohonan BLT UMKM di Sidoarjo,https://finance.detik.com/foto-bisnis/d-5543965/potret-antrean-permohonan-blt-umkm-di-sidoarjo,https://www.detik.com/search/searchall?query=blt&page=29
Subsidi BBM dan Listrik Bocor Tembus Rp 100 Triliun,https://www.detik.com/bali/bisnis/d-7620771/subsidi-bbm-dan-listrik-bocor-tembus-rp-100-triliun,https://www.detik.com/search/searchall?query=blt&page=29
Terungkap! Kebocoran Subsidi BBM-Listrik Tembus Rp 100 Triliun,https://finance.detik.com/energi/d-7620017/terungkap-kebocoran-subsidi-bbm-listrik-tembus-rp-100-triliun,https://www.detik.com/search/searchall?query=blt&page=29
"Fenomena Masyarakat Makan Tabungan, LPS Beberkan Data Ini",https://finance.detik.com/moneter/d-7565724/fenomena-masyarakat-makan-tabungan-lps-beberkan-data-ini,https://www.detik.com/search/searchall?query=blt&page=29
Ini 3 Langkah Edy-Hasan Tangani Kemiskinan Ekstrem di Sumut,https://www.detik.com/sumut/berita/d-7614825/ini-3-langkah-edy-hasan-tangani-kemiskinan-ekstrem-di-sumut,https://www.detik.com/search/searchall?query=blt&page=29
Nasib Cucu yang Tega Habisi Nyawa Nenek di Sumedang,https://www.detik.com/jabar/hukum-dan-kriminal/d-7398208/nasib-cucu-yang-tega-habisi-nyawa-nenek-di-sumedang,https://www.detik.com/search/searchall?query=blt&page=30
Cara Cek Bansos 2025 Kapan Cair Pakai NIK KTP untuk PKH hingga BPNT,https://www.detik.com/jogja/bisnis/d-7716269/cara-cek-bansos-2025-kapan-cair-pakai-nik-ktp-untuk-pkh-hingga-bpnt,https://www.detik.com/search/searchall?query=blt&page=30
"Jokowi Pamit ke Masyarakat di Surabaya, Sampaikan Permintaan Maaf",https://www.detik.com/sumut/berita/d-7527310/jokowi-pamit-ke-masyarakat-di-surabaya-sampaikan-permintaan-maaf,https://www.detik.com/search/searchall?query=blt&page=30
Pencairan Bantuan Langsung Tunai di Tasik Berjubel,https://20.detik.com/detikflash/20220223-220223079/pencairan-bantuan-langsung-tunai-di-tasik-berjubel,https://www.detik.com/search/searchall?query=blt&page=30
Jokowi Pamit ke Warga Surabaya: Maaf Kalau Ada Hal yang Tidak Berkenan,https://www.detik.com/jatim/bisnis/d-7527239/jokowi-pamit-ke-warga-surabaya-maaf-kalau-ada-hal-yang-tidak-berkenan,https://www.detik.com/search/searchall?query=blt&page=30
"Kunjungi Pasar Soponyono, Jokowi Sebut Inflasi Terkendali",https://www.detik.com/jatim/bisnis/d-7527248/kunjungi-pasar-soponyono-jokowi-sebut-inflasi-terkendali,https://www.detik.com/search/searchall?query=blt&page=30
"Dolar AS Tembus Rp 17.200, Apa Penyebabnya?",https://www.detik.com/edu/detikpedia/d-7858795/dolar-as-tembus-rp-17-200-apa-penyebabnya,https://www.detik.com/search/searchall?query=blt&page=30
Potret Warga Pandeglang Antre Tengah Malam hingga Pagi Demi BLT,https://news.detik.com/foto-news/d-5541829/potret-warga-pandeglang-antre-tengah-malam-hingga-pagi-demi-blt,https://www.detik.com/search/searchall?query=blt&page=30
"Dolar AS Diramal Makin Perkasa, Tembus Rp 17.000",https://finance.detik.com/bursa-dan-valas/d-7854956/dolar-as-diramal-makin-perkasa-tembus-rp-17-000,https://www.detik.com/search/searchall?query=blt&page=30
"Dolar AS Diramal Tembus Rp 17.000, Ini Biang Keroknya",https://finance.detik.com/bursa-dan-valas/d-7854072/dolar-as-diramal-tembus-rp-17-000-ini-biang-keroknya,https://www.detik.com/search/searchall?query=blt&page=30
"Dana Bansos PKH Desember 2024: Besaran, Cara Cek, Jadwal, hingga Pencairannya",https://www.detik.com/sulsel/berita/d-7687761/dana-bansos-pkh-desember-2024-besaran-cara-cek-jadwal-hingga-pencairannya,https://www.detik.com/search/searchall?query=blt&page=30
"Cicilan 3 Juta Rumah Dibayarin Negara, Gimana Nasibnya saat Prabowo Lengser?",https://www.detik.com/properti/berita/d-7681258/cicilan-3-juta-rumah-dibayarin-negara-gimana-nasibnya-saat-prabowo-lengser,https://www.detik.com/search/searchall?query=blt&page=30
Wamendagri Dorong Pemda Tingkatkan Kepesertaan Jamsostek Pekerja Informal,https://news.detik.com/berita/d-7679653/wamendagri-dorong-pemda-tingkatkan-kepesertaan-jamsostek-pekerja-informal,https://www.detik.com/search/searchall?query=blt&page=31
Ombudsman Ungkap Pedagang Starling hingga ART Belum Tersentuh Jaminan Sosial,https://news.detik.com/berita/d-7679641/ombudsman-ungkap-pedagang-starling-hingga-art-belum-tersentuh-jaminan-sosial,https://www.detik.com/search/searchall?query=blt&page=31
Basuki Buka-bukaan Pernah Terpaksa Melanggar Undang-undang,https://finance.detik.com/infrastruktur/d-7572386/basuki-buka-bukaan-pernah-terpaksa-melanggar-undang-undang,https://www.detik.com/search/searchall?query=blt&page=31
Simak! Cara Cek BLT Anak Sekolah 2021,https://20.detik.com/e-flash/20210928-210928101/simak-cara-cek-blt-anak-sekolah-2021,https://www.detik.com/search/searchall?query=blt&page=31
"Truk Terguling di Depan Transmart Surabaya, Sopir Diduga Ngantuk",https://www.detik.com/jatim/berita/d-7571381/truk-terguling-di-depan-transmart-surabaya-sopir-diduga-ngantuk,https://www.detik.com/search/searchall?query=blt&page=31
